lancamento_id,data_competencia,data_pagamento,ano_mes,categoria,centro_custo,descricao,valor,recorrencia,fornecedor,nota_fiscal,aprovado_por
EXP-000184,2023-07-03,2023-07-14,2023-07,marketing,trade,Marketing — Trade,2897.57,mensal,Porto da Mota - EI,NF-36806,financeiro
EXP-000185,2023-07-01,2023-07-01,2023-07,logistica,frete_saida,Logistica — Frete Saida,3252.81,mensal,Pires,NF-57238,gestão
EXP-000186,2023-07-18,2023-07-24,2023-07,logistica,frete_saida,Logistica — Frete Saida,4157.95,mensal,da Mota Macedo S/A,NF-58609,gestão
EXP-000187,2023-07-10,2023-07-20,2023-07,logistica,armazenagem,Logistica — Armazenagem,3328.76,mensal,da Costa,NF-95545,gestão
EXP-000188,2023-07-26,2023-07-31,2023-07,tecnologia,plataformas,Tecnologia — Plataformas,2238.29,mensal,Farias,NF-53308,diretoria
EXP-000189,2023-07-13,2023-07-15,2023-07,tecnologia,plataformas,Tecnologia — Plataformas,2186.01,mensal,Nogueira,NF-46096,financeiro
EXP-000190,2023-07-15,2023-07-24,2023-07,tecnologia,erp_gateway,Tecnologia — Erp Gateway,733.33,mensal,Carvalho S.A.,NF-38644,diretoria
EXP-000191,2023-07-13,2023-07-13,2023-07,tecnologia,erp_gateway,Tecnologia — Erp Gateway,733.33,mensal,Gomes Sales S.A.,NF-22850,gestão
EXP-000192,2023-07-24,2023-07-30,2023-07,tecnologia,erp_gateway,Tecnologia — Erp Gateway,733.33,mensal,Azevedo Leão - ME,NF-34499,diretoria
EXP-000193,2023-07-22,2023-07-25,2023-07,financeiro,taxas_bancarias,Financeiro — Taxas Bancarias,605.8,mensal,Nogueira,NF-60384,gestão
EXP-000194,2023-07-12,2023-07-19,2023-07,financeiro,taxas_bancarias,Financeiro — Taxas Bancarias,706.19,mensal,Leão,NF-94501,diretoria
EXP-000195,2023-07-25,2023-07-31,2023-07,financeiro,juros,Financeiro — Juros,4134.0,esporadico,Costela - ME,NF-66040,financeiro
EXP-000196,2023-07-09,2023-07-14,2023-07,administrativo,juridico,Administrativo — Juridico,1752.76,trimestral,Vargas,NF-52999,gestão
EXP-000197,2023-07-01,2023-07-09,2023-07,administrativo,contabilidade,Administrativo — Contabilidade,833.33,mensal,Teixeira - EI,NF-99222,gestão
EXP-000198,2023-07-23,2023-07-23,2023-07,administrativo,contabilidade,Administrativo — Contabilidade,833.33,mensal,Mendes,NF-19038,gestão
EXP-000199,2023-07-08,2023-07-18,2023-07,administrativo,contabilidade,Administrativo — Contabilidade,833.33,mensal,Fogaça Ltda.,NF-83410,gestão
EXP-000200,2023-07-03,2023-07-12,2023-07,depreciacao,ativos,Depreciacao — Ativos,733.33,mensal,Leão,NF-40912,gestão
EXP-000201,2023-07-06,2023-07-14,2023-07,depreciacao,ativos,Depreciacao — Ativos,733.33,mensal,Mendonça Câmara Ltda.,NF-50306,diretoria
EXP-000202,2023-07-16,2023-07-25,2023-07,depreciacao,ativos,Depreciacao — Ativos,733.33,mensal,Mendonça,NF-40687,diretoria
EXP-000203,2023-07-06,2023-07-16,2023-07,outros,varios,Outros — Varios,255.49,mensal,Gomes Ltda.,NF-87448,diretoria
EXP-000204,2023-07-21,2023-07-23,2023-07,outros,varios,Outros — Varios,340.58,mensal,Silveira,NF-30667,financeiro
EXP-000205,2023-07-18,2023-07-30,2023-07,outros,varios,Outros — Varios,388.49,mensal,Martins Cardoso - EI,NF-86377,diretoria
EXP-000206,2023-08-19,2023-08-26,2023-08,pessoal,administrativo,Pessoal — Administrativo,28912.96,mensal,Gonçalves - EI,NF-92573,gestão
EXP-000207,2023-08-04,2023-08-05,2023-08,pessoal,comercial,Pessoal — Comercial,14092.89,mensal,Barros e Filhos,NF-67047,financeiro
EXP-000208,2023-08-13,2023-08-24,2023-08,pessoal,logistica,Pessoal — Logistica,2824.67,mensal,Carvalho,NF-27775,financeiro
EXP-000209,2023-08-22,2023-08-23,2023-08,pessoal,logistica,Pessoal — Logistica,3007.69,mensal,Cirino,NF-15198,gestão
EXP-000210,2023-08-15,2023-08-22,2023-08,pessoal,logistica,Pessoal — Logistica,3066.29,mensal,da Luz - ME,NF-54064,gestão
EXP-000211,2023-08-03,2023-08-09,2023-08,aluguel,operacional,Aluguel — Operacional,6500.0,mensal,Cunha,NF-34034,gestão
EXP-000212,2023-08-12,2023-08-26,2023-08,aluguel,estoque,Aluguel — Estoque,1000.0,mensal,Duarte,NF-12984,gestão
EXP-000213,2023-08-25,2023-09-03,2023-08,aluguel,estoque,Aluguel — Estoque,1000.0,mensal,Teixeira,NF-47622,financeiro
EXP-000214,2023-08-26,2023-09-03,2023-08,aluguel,estoque,Aluguel — Estoque,1000.0,mensal,da Mota,NF-76815,financeiro
EXP-000215,2023-08-09,2023-08-15,2023-08,marketing,digital,Marketing — Digital,9550.41,mensal,da Cunha,NF-12399,financeiro
EXP-000216,2023-08-20,2023-08-30,2023-08,marketing,trade,Marketing — Trade,1522.81,mensal,Melo S/A,NF-76101,gestão
EXP-000217,2023-08-18,2023-08-29,2023-08,marketing,trade,Marketing — Trade,1776.24,mensal,Ferreira S.A.,NF-52713,diretoria
EXP-000218,2023-08-20,2023-08-27,2023-08,logistica,frete_saida,Logistica — Frete Saida,7915.12,mensal,Vasconcelos e Filhos,NF-89372,diretoria
EXP-000219,2023-08-06,2023-08-18,2023-08,logistica,armazenagem,Logistica — Armazenagem,1325.94,mensal,Sá S/A,NF-10981,gestão
EXP-000220,2023-08-12,2023-08-23,2023-08,logistica,armazenagem,Logistica — Armazenagem,1516.23,mensal,Costa Almeida - EI,NF-15825,financeiro
EXP-000221,2023-08-13,2023-08-18,2023-08,tecnologia,plataformas,Tecnologia — Plataformas,1508.62,mensal,da Costa Cardoso - ME,NF-59114,gestão
EXP-000222,2023-08-20,2023-08-23,2023-08,tecnologia,plataformas,Tecnologia — Plataformas,1532.13,mensal,Nunes S.A.,NF-44845,gestão
EXP-000223,2023-08-25,2023-09-01,2023-08,tecnologia,plataformas,Tecnologia — Plataformas,1554.01,mensal,Sampaio,NF-51535,financeiro
EXP-000224,2023-08-27,2023-09-07,2023-08,tecnologia,erp_gateway,Tecnologia — Erp Gateway,733.33,mensal,Vargas,NF-88026,diretoria
EXP-000225,2023-08-14,2023-08-17,2023-08,tecnologia,erp_gateway,Tecnologia — Erp Gateway,733.33,mensal,Cavalcante,NF-70937,financeiro
EXP-000226,2023-08-01,2023-08-16,2023-08,tecnologia,erp_gateway,Tecnologia — Erp Gateway,733.33,mensal,Vasconcelos S.A.,NF-18069,financeiro
EXP-000227,2023-08-23,2023-09-07,2023-08,financeiro,taxas_bancarias,Financeiro — Taxas Bancarias,653.84,mensal,Caldeira,NF-91040,gestão
EXP-000228,2023-08-27,2023-09-02,2023-08,financeiro,taxas_bancarias,Financeiro — Taxas Bancarias,659.84,mensal,das Neves - EI,NF-72156,financeiro
EXP-000229,2023-08-04,2023-08-15,2023-08,administrativo,contabilidade,Administrativo — Contabilidade,2500.0,mensal,Gonçalves,NF-95474,financeiro
EXP-000230,2023-08-16,2023-08-22,2023-08,depreciacao,ativos,Depreciacao — Ativos,1100.0,mensal,Barbosa Pastor e Filhos,NF-71358,diretoria
EXP-000231,2023-08-23,2023-08-25,2023-08,depreciacao,ativos,Depreciacao — Ativos,1100.0,mensal,Caldeira Sampaio Ltda.,NF-26111,gestão
EXP-000232,2023-08-09,2023-08-24,2023-08,outros,varios,Outros — Varios,426.89,mensal,Vieira - EI,NF-79982,gestão
EXP-000233,2023-08-28,2023-08-28,2023-08,outros,varios,Outros — Varios,446.92,mensal,Ferreira - EI,NF-56840,financeiro
EXP-000234,2023-09-04,2023-09-13,2023-09,pessoal,administrativo,Pessoal — Administrativo,9319.87,mensal,Ribeiro,NF-47935,financeiro
EXP-000235,2023-09-19,2023-09-19,2023-09,pessoal,administrativo,Pessoal — Administrativo,9522.52,mensal,Azevedo,NF-18000,financeiro
EXP-000236,2023-09-11,2023-09-21,2023-09,pessoal,administrativo,Pessoal — Administrativo,9549.62,mensal,Albuquerque,NF-77620,diretoria
EXP-000237,2023-09-05,2023-09-15,2023-09,pessoal,comercial,Pessoal — Comercial,4805.92,mensal,Mendonça,NF-70753,financeiro
EXP-000238,2023-09-04,2023-09-10,2023-09,pessoal,comercial,Pessoal — Comercial,4984.21,mensal,Lopes Ltda.,NF-12912,financeiro
EXP-000239,2023-09-06,2023-09-06,2023-09,pessoal,comercial,Pessoal — Comercial,4762.22,mensal,Santos,NF-40350,diretoria
EXP-000240,2023-09-21,2023-10-02,2023-09,pessoal,logistica,Pessoal — Logistica,9145.16,mensal,Lopes Cavalcanti e Filhos,NF-49515,financeiro
EXP-000241,2023-09-21,2023-09-28,2023-09,aluguel,operacional,Aluguel — Operacional,3250.0,mensal,Pimenta,NF-36344,gestão
EXP-000242,2023-09-22,2023-09-30,2023-09,aluguel,operacional,Aluguel — Operacional,3250.0,mensal,Martins,NF-10022,financeiro
EXP-000243,2023-09-09,2023-09-23,2023-09,aluguel,estoque,Aluguel — Estoque,1500.0,mensal,Siqueira,NF-81185,gestão
EXP-000244,2023-09-12,2023-09-13,2023-09,aluguel,estoque,Aluguel — Estoque,1500.0,mensal,Duarte,NF-64571,financeiro
EXP-000245,2023-09-24,2023-10-01,2023-09,marketing,digital,Marketing — Digital,4050.55,mensal,Borges da Mota - ME,NF-35950,diretoria
EXP-000246,2023-09-03,2023-09-15,2023-09,marketing,digital,Marketing — Digital,2595.72,mensal,Sá Martins - EI,NF-56278,gestão
EXP-000247,2023-09-11,2023-09-13,2023-09,marketing,digital,Marketing — Digital,4059.19,mensal,Fernandes,NF-12770,financeiro
EXP-000248,2023-09-23,2023-09-25,2023-09,marketing,trade,Marketing — Trade,1339.4,mensal,Monteiro Ltda.,NF-47865,diretoria
EXP-000249,2023-09-11,2023-09-19,2023-09,marketing,trade,Marketing — Trade,1164.02,mensal,Mendonça Cunha Ltda.,NF-80471,financeiro
EXP-000250,2023-09-19,2023-09-25,2023-09,marketing,trade,Marketing — Trade,1056.73,mensal,Fernandes,NF-32728,financeiro
EXP-000251,2023-09-26,2023-10-08,2023-09,logistica,frete_saida,Logistica — Frete Saida,7622.89,mensal,Peixoto,NF-18790,diretoria
EXP-000252,2023-09-22,2023-10-02,2023-09,logistica,armazenagem,Logistica — Armazenagem,3172.08,mensal,Novais,NF-13897,financeiro
EXP-000253,2023-09-26,2023-09-28,2023-09,tecnologia,plataformas,Tecnologia — Plataformas,1511.27,mensal,Moreira S.A.,NF-67364,diretoria
EXP-000254,2023-09-20,2023-10-04,2023-09,tecnologia,plataformas,Tecnologia — Plataformas,1567.57,mensal,da Costa e Filhos,NF-83937,diretoria
EXP-000255,2023-09-01,2023-09-10,2023-09,tecnologia,plataformas,Tecnologia — Plataformas,1503.23,mensal,Mendonça,NF-71089,gestão
EXP-000256,2023-09-02,2023-09-02,2023-09,tecnologia,erp_gateway,Tecnologia — Erp Gateway,733.33,mensal,Sales Melo e Filhos,NF-62479,financeiro
EXP-000257,2023-09-05,2023-09-15,2023-09,tecnologia,erp_gateway,Tecnologia — Erp Gateway,733.33,mensal,Machado,NF-15791,financeiro
EXP-000258,2023-09-15,2023-09-30,2023-09,tecnologia,erp_gateway,Tecnologia — Erp Gateway,733.33,mensal,Borges Ltda.,NF-53653,gestão
EXP-000259,2023-09-15,2023-09-24,2023-09,financeiro,taxas_bancarias,Financeiro — Taxas Bancarias,1301.22,mensal,Guerra Sales S.A.,NF-81619,gestão
EXP-000260,2023-09-06,2023-09-12,2023-09,administrativo,contabilidade,Administrativo — Contabilidade,833.33,mensal,Ribeiro,NF-83784,financeiro
EXP-000261,2023-09-14,2023-09-14,2023-09,administrativo,contabilidade,Administrativo — Contabilidade,833.33,mensal,Melo,NF-50396,gestão
EXP-000262,2023-09-09,2023-09-24,2023-09,administrativo,contabilidade,Administrativo — Contabilidade,833.33,mensal,Lima,NF-12349,diretoria
EXP-000263,2023-09-25,2023-09-25,2023-09,depreciacao,ativos,Depreciacao — Ativos,733.33,mensal,Fogaça,NF-64978,diretoria
EXP-000264,2023-09-02,2023-09-13,2023-09,depreciacao,ativos,Depreciacao — Ativos,733.33,mensal,da Mata,NF-74622,gestão
EXP-000265,2023-09-13,2023-09-23,2023-09,depreciacao,ativos,Depreciacao — Ativos,733.33,mensal,da Cunha,NF-26776,diretoria
EXP-000266,2023-09-19,2023-09-26,2023-09,outros,varios,Outros — Varios,1050.3,mensal,Campos Silveira S.A.,NF-19253,gestão
EXP-000267,2023-10-06,2023-10-16,2023-10,pessoal,administrativo,Pessoal — Administrativo,28639.78,mensal,Campos,NF-87674,gestão
EXP-000268,2023-10-05,2023-10-07,2023-10,pessoal,comercial,Pessoal — Comercial,14863.24,mensal,Correia Cunha e Filhos,NF-77554,gestão
EXP-000269,2023-10-18,2023-11-01,2023-10,pessoal,logistica,Pessoal — Logistica,3089.59,mensal,da Mota,NF-11114,financeiro
EXP-000270,2023-10-14,2023-10-18,2023-10,pessoal,logistica,Pessoal — Logistica,2917.34,mensal,Brito,NF-99582,diretoria
EXP-000271,2023-10-22,2023-10-30,2023-10,pessoal,logistica,Pessoal — Logistica,2949.16,mensal,da Rocha da Conceição Ltda.,NF-45209,diretoria
EXP-000272,2023-10-13,2023-10-26,2023-10,aluguel,operacional,Aluguel — Operacional,6500.0,mensal,da Rosa Albuquerque e Filhos,NF-20796,financeiro
EXP-000273,2023-10-01,2023-10-08,2023-10,aluguel,estoque,Aluguel — Estoque,1500.0,mensal,da Mota Aparecida S/A,NF-44288,financeiro
EXP-000274,2023-10-27,2023-11-05,2023-10,aluguel,estoque,Aluguel — Estoque,1500.0,mensal,Sampaio,NF-89386,diretoria
EXP-000275,2023-10-11,2023-10-18,2023-10,marketing,digital,Marketing — Digital,4181.52,mensal,Porto Sá - ME,NF-25970,diretoria
EXP-000276,2023-10-23,2023-10-24,2023-10,marketing,digital,Marketing — Digital,4293.12,mensal,Albuquerque - EI,NF-28203,gestão
EXP-000277,2023-10-15,2023-10-24,2023-10,marketing,digital,Marketing — Digital,3011.84,mensal,Melo,NF-41726,gestão
EXP-000278,2023-10-20,2023-10-23,2023-10,marketing,trade,Marketing — Trade,3029.34,mensal,Macedo,NF-83736,financeiro
EXP-000279,2023-10-24,2023-11-05,2023-10,logistica,frete_saida,Logistica — Frete Saida,2368.55,mensal,Cirino,NF-56189,diretoria
EXP-000280,2023-10-11,2023-10-19,2023-10,logistica,frete_saida,Logistica — Frete Saida,2688.85,mensal,da Cunha - ME,NF-80776,financeiro
EXP-000281,2023-10-14,2023-10-18,2023-10,logistica,frete_saida,Logistica — Frete Saida,2372.2,mensal,Azevedo - ME,NF-17180,gestão
EXP-000282,2023-10-11,2023-10-15,2023-10,logistica,armazenagem,Logistica — Armazenagem,914.94,mensal,Barbosa,NF-74836,gestão
EXP-000283,2023-10-11,2023-10-23,2023-10,logistica,armazenagem,Logistica — Armazenagem,900.82,mensal,Cassiano S.A.,NF-17792,diretoria
EXP-000284,2023-10-06,2023-10-17,2023-10,logistica,armazenagem,Logistica — Armazenagem,930.99,mensal,Barros,NF-17961,gestão
EXP-000285,2023-10-07,2023-10-14,2023-10,tecnologia,plataformas,Tecnologia — Plataformas,4563.48,mensal,Campos Novais - ME,NF-12820,financeiro
EXP-000286,2023-10-26,2023-11-08,2023-10,tecnologia,erp_gateway,Tecnologia — Erp Gateway,2200.0,mensal,Vasconcelos Moreira - ME,NF-81685,financeiro
EXP-000287,2023-10-01,2023-10-11,2023-10,financeiro,taxas_bancarias,Financeiro — Taxas Bancarias,1178.82,mensal,Macedo,NF-38136,gestão
EXP-000288,2023-10-26,2023-10-31,2023-10,administrativo,juridico,Administrativo — Juridico,2037.54,trimestral,Pastor,NF-82835,financeiro
EXP-000289,2023-10-09,2023-10-23,2023-10,administrativo,contabilidade,Administrativo — Contabilidade,2500.0,mensal,das Neves,NF-77433,diretoria
EXP-000290,2023-10-11,2023-10-15,2023-10,depreciacao,ativos,Depreciacao — Ativos,1100.0,mensal,Pimenta e Filhos,NF-39285,financeiro
EXP-000291,2023-10-13,2023-10-25,2023-10,depreciacao,ativos,Depreciacao — Ativos,1100.0,mensal,Teixeira S.A.,NF-21248,financeiro
EXP-000292,2023-10-18,2023-10-22,2023-10,outros,varios,Outros — Varios,1132.05,mensal,da Luz Ribeiro S/A,NF-24805,financeiro
EXP-000293,2023-11-14,2023-11-19,2023-11,pessoal,administrativo,Pessoal — Administrativo,9733.33,mensal,da Costa Cavalcanti - EI,NF-10976,diretoria
EXP-000294,2023-11-26,2023-11-27,2023-11,pessoal,administrativo,Pessoal — Administrativo,8974.43,mensal,Castro S/A,NF-98076,financeiro
EXP-000295,2023-11-12,2023-11-22,2023-11,pessoal,administrativo,Pessoal — Administrativo,9769.55,mensal,Machado,NF-18627,financeiro
EXP-000296,2023-11-19,2023-12-01,2023-11,pessoal,comercial,Pessoal — Comercial,13488.45,mensal,da Rocha,NF-32609,gestão
EXP-000297,2023-11-06,2023-11-19,2023-11,pessoal,logistica,Pessoal — Logistica,4268.62,mensal,da Conceição Ltda.,NF-48109,gestão
EXP-000298,2023-11-20,2023-12-05,2023-11,pessoal,logistica,Pessoal — Logistica,4396.95,mensal,Sampaio,NF-74414,financeiro
EXP-000299,2023-11-01,2023-11-07,2023-11,aluguel,operacional,Aluguel — Operacional,3250.0,mensal,Barbosa,NF-48222,diretoria
EXP-000300,2023-11-13,2023-11-18,2023-11,aluguel,operacional,Aluguel — Operacional,3250.0,mensal,da Luz Viana e Filhos,NF-19470,diretoria
EXP-000301,2023-11-11,2023-11-15,2023-11,aluguel,estoque,Aluguel — Estoque,1500.0,mensal,Lima Camargo - EI,NF-73570,diretoria
EXP-000302,2023-11-05,2023-11-08,2023-11,aluguel,estoque,Aluguel — Estoque,1500.0,mensal,Ramos Cassiano Ltda.,NF-62351,gestão
EXP-000303,2023-11-19,2023-11-30,2023-11,marketing,digital,Marketing — Digital,10922.0,mensal,Barbosa Araújo S.A.,NF-73568,diretoria
EXP-000304,2023-11-26,2023-12-05,2023-11,marketing,trade,Marketing — Trade,1518.6,mensal,Peixoto,NF-25026,gestão
EXP-000305,2023-11-19,2023-11-19,2023-11,marketing,trade,Marketing — Trade,1819.4,mensal,Macedo,NF-42883,diretoria
EXP-000306,2023-11-09,2023-11-10,2023-11,marketing,trade,Marketing — Trade,1829.31,mensal,Martins e Filhos,NF-66986,diretoria
EXP-000307,2023-11-24,2023-12-09,2023-11,logistica,frete_saida,Logistica — Frete Saida,3543.97,mensal,Sampaio,NF-78959,gestão
EXP-000308,2023-11-27,2023-12-01,2023-11,logistica,frete_saida,Logistica — Frete Saida,3417.26,mensal,da Mata,NF-89813,financeiro
EXP-000309,2023-11-02,2023-11-14,2023-11,logistica,armazenagem,Logistica — Armazenagem,1666.15,mensal,Macedo,NF-66039,diretoria
EXP-000310,2023-11-03,2023-11-06,2023-11,logistica,armazenagem,Logistica — Armazenagem,1626.0,mensal,Peixoto S/A,NF-79216,diretoria
EXP-000311,2023-11-28,2023-11-28,2023-11,tecnologia,plataformas,Tecnologia — Plataformas,4314.91,mensal,Sousa,NF-67450,diretoria
EXP-000312,2023-11-25,2023-11-25,2023-11,tecnologia,erp_gateway,Tecnologia — Erp Gateway,733.33,mensal,Pereira,NF-11755,diretoria
EXP-000313,2023-11-03,2023-11-04,2023-11,tecnologia,erp_gateway,Tecnologia — Erp Gateway,733.33,mensal,Alves,NF-30039,financeiro
EXP-000314,2023-11-07,2023-11-10,2023-11,tecnologia,erp_gateway,Tecnologia — Erp Gateway,733.33,mensal,da Conceição e Filhos,NF-58960,diretoria
EXP-000315,2023-11-15,2023-11-29,2023-11,financeiro,taxas_bancarias,Financeiro — Taxas Bancarias,672.27,mensal,Teixeira e Filhos,NF-51546,financeiro
EXP-000316,2023-11-04,2023-11-17,2023-11,financeiro,taxas_bancarias,Financeiro — Taxas Bancarias,619.91,mensal,Oliveira,NF-35610,diretoria
EXP-000317,2023-11-21,2023-11-29,2023-11,administrativo,contabilidade,Administrativo — Contabilidade,2500.0,mensal,Teixeira S.A.,NF-46733,diretoria
EXP-000318,2023-11-01,2023-11-15,2023-11,depreciacao,ativos,Depreciacao — Ativos,1100.0,mensal,Moreira,NF-66946,diretoria
EXP-000319,2023-11-10,2023-11-24,2023-11,depreciacao,ativos,Depreciacao — Ativos,1100.0,mensal,da Mota,NF-79194,gestão
EXP-000320,2023-11-04,2023-11-14,2023-11,outros,varios,Outros — Varios,264.34,mensal,Pacheco Lopes e Filhos,NF-58682,gestão
EXP-000321,2023-11-08,2023-11-22,2023-11,outros,varios,Outros — Varios,203.83,mensal,Borges,NF-74373,diretoria
EXP-000322,2023-11-22,2023-11-25,2023-11,outros,varios,Outros — Varios,328.98,mensal,Ferreira,NF-50293,financeiro
EXP-000323,2023-12-23,2023-12-23,2023-12,pessoal,administrativo,Pessoal — Administrativo,14523.63,mensal,Farias,NF-75170,gestão
EXP-000324,2023-12-10,2023-12-14,2023-12,pessoal,administrativo,Pessoal — Administrativo,13726.65,mensal,Rios,NF-30796,financeiro
EXP-000325,2023-12-01,2023-12-07,2023-12,pessoal,comercial,Pessoal — Comercial,15114.11,mensal,Castro Ltda.,NF-71475,gestão
EXP-000326,2023-12-26,2024-01-08,2023-12,pessoal,logistica,Pessoal — Logistica,8549.56,mensal,Sales,NF-11594,financeiro
EXP-000327,2023-12-10,2023-12-20,2023-12,aluguel,operacional,Aluguel — Operacional,6500.0,mensal,da Paz,NF-34461,financeiro
EXP-000328,2023-12-08,2023-12-12,2023-12,aluguel,estoque,Aluguel — Estoque,3000.0,mensal,Teixeira,NF-91700,financeiro
EXP-000329,2023-12-05,2023-12-06,2023-12,marketing,digital,Marketing — Digital,6101.96,mensal,Marques S/A,NF-44614,financeiro
EXP-000330,2023-12-16,2023-12-22,2023-12,marketing,digital,Marketing — Digital,7676.76,mensal,da Cunha,NF-85061,diretoria
EXP-000331,2023-12-17,2023-12-26,2023-12,marketing,trade,Marketing — Trade,4403.38,mensal,Camargo,NF-35192,financeiro
EXP-000332,2023-12-03,2023-12-12,2023-12,logistica,frete_saida,Logistica — Frete Saida,3517.65,mensal,Moraes,NF-63802,diretoria
EXP-000333,2023-12-01,2023-12-01,2023-12,logistica,frete_saida,Logistica — Frete Saida,3350.78,mensal,Ribeiro - EI,NF-41944,gestão
EXP-000334,2023-12-04,2023-12-12,2023-12,logistica,armazenagem,Logistica — Armazenagem,1658.81,mensal,Jesus,NF-88297,financeiro
EXP-000335,2023-12-21,2023-12-27,2023-12,logistica,armazenagem,Logistica — Armazenagem,1390.9,mensal,Correia - EI,NF-38627,financeiro
EXP-000336,2023-12-08,2023-12-14,2023-12,tecnologia,plataformas,Tecnologia — Plataformas,4335.45,mensal,Pinto,NF-59982,gestão
EXP-000337,2023-12-26,2024-01-06,2023-12,tecnologia,erp_gateway,Tecnologia — Erp Gateway,2200.0,mensal,Pires,NF-72030,financeiro
EXP-000338,2023-12-25,2023-12-26,2023-12,financeiro,taxas_bancarias,Financeiro — Taxas Bancarias,457.75,mensal,Teixeira,NF-99086,diretoria
EXP-000339,2023-12-07,2023-12-09,2023-12,financeiro,taxas_bancarias,Financeiro — Taxas Bancarias,437.5,mensal,Costela Ltda.,NF-19317,diretoria
EXP-000340,2023-12-27,2024-01-09,2023-12,financeiro,taxas_bancarias,Financeiro — Taxas Bancarias,402.31,mensal,da Paz Macedo e Filhos,NF-74175,diretoria
EXP-000341,2023-12-17,2023-12-30,2023-12,administrativo,contabilidade,Administrativo — Contabilidade,2500.0,mensal,Campos,NF-57041,gestão
EXP-000342,2023-12-13,2023-12-20,2023-12,depreciacao,ativos,Depreciacao — Ativos,2200.0,mensal,Pires - EI,NF-13427,financeiro
EXP-000343,2023-12-13,2023-12-15,2023-12,outros,varios,Outros — Varios,209.56,mensal,Santos Castro Ltda.,NF-76043,financeiro
EXP-000344,2023-12-07,2023-12-08,2023-12,outros,varios,Outros — Varios,326.82,mensal,Novaes - ME,NF-98005,financeiro
EXP-000345,2023-12-17,2023-12-31,2023-12,outros,varios,Outros — Varios,230.75,mensal,Câmara S/A,NF-86115,diretoria
EXP-000346,2024-01-13,2024-01-19,2024-01,pessoal,administrativo,Pessoal — Administrativo,28470.27,mensal,Campos,NF-98434,diretoria
EXP-000347,2024-01-24,2024-02-04,2024-01,pessoal,comercial,Pessoal — Comercial,14317.36,mensal,Monteiro Silva Ltda.,NF-48647,diretoria
EXP-000348,2024-01-12,2024-01-14,2024-01,pessoal,logistica,Pessoal — Logistica,4324.4,mensal,Leão,NF-53600,gestão
EXP-000349,2024-01-13,2024-01-20,2024-01,pessoal,logistica,Pessoal — Logistica,4519.44,mensal,Melo,NF-30527,financeiro
EXP-000350,2024-01-27,2024-01-29,2024-01,aluguel,operacional,Aluguel — Operacional,2166.67,mensal,Marques Novaes S.A.,NF-81753,financeiro
EXP-000351,2024-01-06,2024-01-06,2024-01,aluguel,operacional,Aluguel — Operacional,2166.67,mensal,Correia,NF-89765,financeiro
EXP-000352,2024-01-26,2024-01-28,2024-01,aluguel,operacional,Aluguel — Operacional,2166.67,mensal,Azevedo da Mota - ME,NF-71388,diretoria
EXP-000353,2024-01-01,2024-01-03,2024-01,aluguel,estoque,Aluguel — Estoque,1000.0,mensal,Viana,NF-85416,gestão
EXP-000354,2024-01-17,2024-01-22,2024-01,aluguel,estoque,Aluguel — Estoque,1000.0,mensal,Abreu,NF-73894,diretoria
EXP-000355,2024-01-21,2024-01-24,2024-01,aluguel,estoque,Aluguel — Estoque,1000.0,mensal,Silveira,NF-69841,gestão
EXP-000356,2024-01-13,2024-01-28,2024-01,marketing,digital,Marketing — Digital,5690.71,mensal,Pastor,NF-77993,diretoria
EXP-000357,2024-01-21,2024-02-04,2024-01,marketing,digital,Marketing — Digital,5487.78,mensal,Cassiano,NF-62002,diretoria
EXP-000358,2024-01-05,2024-01-07,2024-01,marketing,trade,Marketing — Trade,3866.02,mensal,Nascimento,NF-69045,diretoria
EXP-000359,2024-01-24,2024-02-02,2024-01,logistica,frete_saida,Logistica — Frete Saida,2209.74,mensal,Ferreira,NF-43844,diretoria
EXP-000360,2024-01-04,2024-01-15,2024-01,logistica,frete_saida,Logistica — Frete Saida,2340.36,mensal,Novaes,NF-59492,diretoria
EXP-000361,2024-01-15,2024-01-24,2024-01,logistica,frete_saida,Logistica — Frete Saida,2102.1,mensal,Marques,NF-38093,diretoria
EXP-000362,2024-01-28,2024-02-02,2024-01,logistica,armazenagem,Logistica — Armazenagem,1432.91,mensal,Correia,NF-48403,gestão
EXP-000363,2024-01-03,2024-01-09,2024-01,logistica,armazenagem,Logistica — Armazenagem,1379.25,mensal,Oliveira Gomes S.A.,NF-29065,gestão
EXP-000364,2024-01-17,2024-01-17,2024-01,tecnologia,plataformas,Tecnologia — Plataformas,4320.63,mensal,Aparecida,NF-22428,financeiro
EXP-000365,2024-01-22,2024-02-02,2024-01,tecnologia,erp_gateway,Tecnologia — Erp Gateway,733.33,mensal,Souza,NF-56106,gestão
EXP-000366,2024-01-09,2024-01-17,2024-01,tecnologia,erp_gateway,Tecnologia — Erp Gateway,733.33,mensal,Santos,NF-51531,diretoria
EXP-000367,2024-01-07,2024-01-17,2024-01,tecnologia,erp_gateway,Tecnologia — Erp Gateway,733.33,mensal,Gomes,NF-31760,diretoria
EXP-000368,2024-01-02,2024-01-16,2024-01,financeiro,taxas_bancarias,Financeiro — Taxas Bancarias,606.68,mensal,Monteiro Andrade S.A.,NF-24168,gestão
EXP-000369,2024-01-24,2024-02-02,2024-01,financeiro,taxas_bancarias,Financeiro — Taxas Bancarias,603.0,mensal,Brito,NF-92208,gestão
