transacao_id,data,ano_mes,canal,sku_id,categoria,quantidade,preco_unitario,receita_bruta,desconto_pct,valor_devolucao,devolvido,comissao_pct,comissao_valor,receita_liquida,tipo_compra
TXN-0000419,2023-01-26,2023-01,ecommerce,SKU-MAQ-013,maquiagem,1,121.18,121.18,20.0,0.0,False,4.08,4.94,116.24,recorrente
TXN-0000420,2023-01-18,2023-01,ecommerce,SKU-MAQ-013,maquiagem,1,143.91,143.91,5.0,0.0,False,4.98,7.17,136.74,pontual
TXN-0000421,2023-01-27,2023-01,franquia,SKU-MAQ-015,maquiagem,1,73.07,73.07,0.0,0.0,False,12.62,9.22,63.85,recorrente
TXN-0000422,2023-01-23,2023-01,ecommerce,SKU-MAQ-015,maquiagem,1,62.11,62.11,15.0,0.0,False,3.9,2.42,59.69,pontual
TXN-0000423,2023-01-16,2023-01,loja_propria,SKU-SKI-017,skincare,1,115.95,115.95,5.0,0.0,False,-0.35,-0.41,116.36,pontual
TXN-0000424,2023-01-24,2023-01,franquia,SKU-PER-011,perfumes,2,176.59,353.18,5.0,312.24,True,12.9,45.55,-4.61,pontual
TXN-0000425,2023-01-13,2023-01,ecommerce,SKU-HAI-001,haircare,1,139.91,139.91,5.0,0.0,False,3.81,5.33,134.58,pontual
TXN-0000426,2023-01-21,2023-01,marketplace,SKU-MAQ-001,maquiagem,3,135.0,405.0,0.0,0.0,False,17.63,71.4,333.6,recorrente
TXN-0000427,2023-01-05,2023-01,loja_propria,SKU-MAQ-015,maquiagem,2,73.07,146.14,0.0,0.0,False,-0.82,-1.2,147.34,recorrente
TXN-0000428,2023-01-10,2023-01,ecommerce,SKU-SKI-002,skincare,1,266.11,266.11,0.0,0.0,False,3.53,9.4,256.71,pontual
TXN-0000429,2023-01-08,2023-01,marketplace,SKU-MAQ-010,maquiagem,1,60.38,60.38,10.0,0.0,False,16.35,9.87,50.51,pontual
TXN-0000430,2023-01-24,2023-01,ecommerce,SKU-HAI-001,haircare,2,139.91,279.82,5.0,0.0,False,4.97,13.92,265.9,recorrente
TXN-0000431,2023-01-01,2023-01,marketplace,SKU-PER-004,perfumes,1,381.38,381.38,0.0,0.0,False,17.14,65.36,316.02,recorrente
TXN-0000432,2023-01-22,2023-01,marketplace,SKU-MAQ-005,maquiagem,2,92.54,185.08,0.0,0.0,False,17.86,33.05,152.03,recorrente
TXN-0000433,2023-01-08,2023-01,franquia,SKU-MAQ-009,maquiagem,1,125.16,125.16,0.0,0.0,False,11.53,14.43,110.73,pontual
TXN-0000434,2023-01-10,2023-01,franquia,SKU-SKI-008,skincare,1,139.91,139.91,5.0,0.0,False,12.82,17.94,121.97,pontual
TXN-0000435,2023-01-25,2023-01,marketplace,SKU-MAQ-016,maquiagem,2,58.95,117.9,10.0,0.0,False,16.91,19.93,97.97,pontual
TXN-0000436,2023-01-22,2023-01,ecommerce,SKU-SKI-013,skincare,1,206.51,206.51,0.0,182.29,True,3.18,6.57,17.65,recorrente
TXN-0000437,2023-01-24,2023-01,marketplace,SKU-MAQ-016,maquiagem,3,65.5,196.5,0.0,181.8,True,17.19,33.77,-19.07,pontual
TXN-0000438,2023-01-21,2023-01,marketplace,SKU-HAI-009,haircare,2,195.59,391.18,5.0,0.0,False,17.05,66.7,324.48,pontual
TXN-0000439,2023-01-05,2023-01,ecommerce,SKU-MAQ-012,maquiagem,1,96.24,96.24,5.0,0.0,False,3.02,2.91,93.33,recorrente
TXN-0000440,2023-01-08,2023-01,marketplace,SKU-SKI-004,skincare,1,120.55,120.55,0.0,0.0,False,17.26,20.81,99.74,pontual
TXN-0000441,2023-01-18,2023-01,franquia,SKU-HAI-003,haircare,1,76.53,76.53,0.0,0.0,False,12.51,9.57,66.96,pontual
TXN-0000442,2023-01-09,2023-01,marketplace,SKU-MAQ-003,maquiagem,1,54.83,54.83,10.0,0.0,False,16.7,9.16,45.67,pontual
TXN-0000443,2023-01-03,2023-01,loja_propria,SKU-HAI-002,haircare,1,71.88,71.88,5.0,0.0,False,-0.3,-0.21,72.09,pontual
TXN-0000444,2023-01-20,2023-01,ecommerce,SKU-MAQ-003,maquiagem,2,54.83,109.66,10.0,0.0,False,4.24,4.65,105.01,pontual
TXN-0000445,2023-01-24,2023-01,ecommerce,SKU-PER-001,perfumes,2,381.67,763.34,0.0,0.0,False,3.63,27.7,735.64,recorrente
TXN-0000446,2023-01-10,2023-01,ecommerce,SKU-HAI-007,haircare,4,94.46,377.84,10.0,0.0,False,4.24,16.03,361.81,recorrente
TXN-0000447,2023-01-04,2023-01,loja_propria,SKU-HAI-006,haircare,2,131.1,262.2,0.0,0.0,False,0.15,0.39,261.81,pontual
TXN-0000448,2023-01-23,2023-01,loja_propria,SKU-PER-006,perfumes,1,408.93,408.93,0.0,0.0,False,-0.29,-1.19,410.12,pontual
TXN-0000449,2023-01-13,2023-01,marketplace,SKU-PER-009,perfumes,1,350.44,350.44,5.0,0.0,False,16.34,57.25,293.19,pontual
TXN-0000450,2023-01-16,2023-01,ecommerce,SKU-MAQ-014,maquiagem,1,89.03,89.03,0.0,0.0,False,3.21,2.86,86.17,pontual
TXN-0000451,2023-01-11,2023-01,franquia,SKU-PER-013,perfumes,3,381.29,1143.87,0.0,0.0,False,12.07,138.12,1005.75,pontual
TXN-0000452,2023-01-08,2023-01,ecommerce,SKU-MAQ-014,maquiagem,2,89.03,178.06,0.0,0.0,False,4.35,7.74,170.32,recorrente
TXN-0000453,2023-01-24,2023-01,marketplace,SKU-MAQ-009,maquiagem,1,125.16,125.16,0.0,0.0,False,16.86,21.1,104.06,recorrente
TXN-0000454,2023-01-27,2023-01,ecommerce,SKU-MAQ-014,maquiagem,1,89.03,89.03,0.0,0.0,False,4.82,4.3,84.73,pontual
TXN-0000455,2023-01-25,2023-01,loja_propria,SKU-MAQ-005,maquiagem,3,78.66,235.98,15.0,0.0,False,0.74,1.74,234.24,pontual
TXN-0000456,2023-01-06,2023-01,marketplace,SKU-MAQ-007,maquiagem,2,134.02,268.04,20.0,0.0,False,17.01,45.58,222.46,pontual
TXN-0000457,2023-01-06,2023-01,ecommerce,SKU-MAQ-008,maquiagem,3,164.1,492.3,0.0,0.0,False,3.8,18.7,473.6,pontual
TXN-0000458,2023-01-02,2023-01,marketplace,SKU-SKI-006,skincare,3,101.2,303.6,10.0,0.0,False,16.61,50.43,253.17,recorrente
TXN-0000459,2023-01-01,2023-01,franquia,SKU-SKI-004,skincare,1,108.5,108.5,10.0,0.0,False,12.59,13.66,94.84,pontual
TXN-0000460,2023-01-01,2023-01,ecommerce,SKU-PER-007,perfumes,1,249.27,249.27,0.0,222.15,True,4.75,11.83,15.29,recorrente
TXN-0000461,2023-01-16,2023-01,marketplace,SKU-HAI-009,haircare,2,205.88,411.76,0.0,0.0,False,16.29,67.07,344.69,recorrente
TXN-0000462,2023-01-01,2023-01,marketplace,SKU-MAQ-013,maquiagem,1,151.48,151.48,0.0,0.0,False,17.18,26.02,125.46,recorrente
TXN-0000463,2023-01-27,2023-01,loja_propria,SKU-SKI-002,skincare,2,266.11,532.22,0.0,0.0,False,0.25,1.35,530.87,pontual
TXN-0000464,2023-01-04,2023-01,loja_propria,SKU-SKI-003,skincare,1,134.61,134.61,5.0,0.0,False,-0.84,-1.13,135.74,recorrente
TXN-0000465,2023-01-12,2023-01,marketplace,SKU-SKI-011,skincare,1,216.14,216.14,10.0,0.0,False,16.33,35.29,180.85,pontual
TXN-0000466,2023-01-19,2023-01,ecommerce,SKU-MAQ-001,maquiagem,1,128.25,128.25,5.0,0.0,False,3.86,4.95,123.3,pontual
TXN-0000467,2023-01-03,2023-01,ecommerce,SKU-HAI-008,haircare,2,102.35,204.7,10.0,0.0,False,4.23,8.66,196.04,pontual
TXN-0000468,2023-01-13,2023-01,franquia,SKU-SKI-016,skincare,1,239.23,239.23,0.0,0.0,False,11.04,26.41,212.82,pontual
TXN-0000469,2023-01-03,2023-01,marketplace,SKU-PER-005,perfumes,1,257.54,257.54,0.0,0.0,False,17.23,44.38,213.16,pontual
TXN-0000470,2023-01-28,2023-01,franquia,SKU-MAQ-004,maquiagem,5,86.5,432.5,0.0,0.0,False,11.07,47.9,384.6,pontual
TXN-0000471,2023-01-28,2023-01,loja_propria,SKU-SKI-011,skincare,2,240.16,480.32,0.0,0.0,False,0.08,0.36,479.96,pontual
TXN-0000472,2023-01-22,2023-01,ecommerce,SKU-HAI-002,haircare,4,75.66,302.64,0.0,296.55,True,4.13,12.51,-6.42,pontual
TXN-0000473,2023-01-11,2023-01,ecommerce,SKU-HAI-006,haircare,1,131.1,131.1,0.0,0.0,False,3.14,4.12,126.98,recorrente
TXN-0000474,2023-01-27,2023-01,ecommerce,SKU-HAI-006,haircare,1,131.1,131.1,0.0,0.0,False,3.43,4.49,126.61,recorrente
TXN-0000475,2023-01-27,2023-01,ecommerce,SKU-SKI-011,skincare,3,240.16,720.48,0.0,0.0,False,4.09,29.49,690.99,pontual
TXN-0000476,2023-01-24,2023-01,marketplace,SKU-MAQ-003,maquiagem,1,60.92,60.92,0.0,0.0,False,16.71,10.18,50.74,pontual
TXN-0000477,2023-01-12,2023-01,franquia,SKU-MAQ-003,maquiagem,1,60.92,60.92,0.0,0.0,False,11.23,6.84,54.08,pontual
TXN-0000478,2023-01-25,2023-01,franquia,SKU-MAQ-006,maquiagem,2,119.32,238.64,0.0,0.0,False,11.99,28.6,210.04,pontual
TXN-0000479,2023-01-21,2023-01,loja_propria,SKU-MAQ-012,maquiagem,1,91.18,91.18,10.0,0.0,False,-0.33,-0.3,91.48,pontual
TXN-0000480,2023-01-13,2023-01,marketplace,SKU-MAQ-009,maquiagem,1,125.16,125.16,0.0,0.0,False,16.66,20.85,104.31,pontual
TXN-0000481,2023-01-20,2023-01,marketplace,SKU-SKI-015,skincare,1,224.16,224.16,5.0,0.0,False,17.83,39.98,184.18,recorrente
TXN-0000482,2023-01-13,2023-01,ecommerce,SKU-SKI-018,skincare,2,316.58,633.16,0.0,0.0,False,3.39,21.48,611.68,pontual
TXN-0000483,2023-01-04,2023-01,franquia,SKU-SKI-015,skincare,1,235.96,235.96,0.0,0.0,False,12.6,29.74,206.22,pontual
TXN-0000484,2023-01-04,2023-01,marketplace,SKU-PER-001,perfumes,1,381.67,381.67,0.0,0.0,False,16.82,64.2,317.47,recorrente
TXN-0000485,2023-01-14,2023-01,marketplace,SKU-MAQ-001,maquiagem,1,135.0,135.0,0.0,0.0,False,17.25,23.29,111.71,recorrente
TXN-0000486,2023-01-26,2023-01,marketplace,SKU-MAQ-009,maquiagem,1,125.16,125.16,0.0,0.0,False,16.31,20.41,104.75,pontual
TXN-0000487,2023-01-03,2023-01,ecommerce,SKU-MAQ-011,maquiagem,2,62.16,124.32,0.0,0.0,False,3.11,3.87,120.45,pontual
TXN-0000488,2023-01-17,2023-01,loja_propria,SKU-SKI-015,skincare,1,235.96,235.96,0.0,0.0,False,-0.82,-1.94,237.9,pontual
TXN-0000489,2023-01-16,2023-01,ecommerce,SKU-SKI-009,skincare,1,147.66,147.66,15.0,0.0,False,3.53,5.21,142.45,recorrente
TXN-0000490,2023-01-26,2023-01,ecommerce,SKU-SKI-007,skincare,1,287.81,287.81,0.0,0.0,False,3.75,10.78,277.03,recorrente
TXN-0000491,2023-01-20,2023-01,ecommerce,SKU-PER-012,perfumes,2,378.24,756.48,0.0,0.0,False,4.56,34.51,721.97,pontual
TXN-0000492,2023-01-13,2023-01,ecommerce,SKU-SKI-002,skincare,1,226.19,226.19,15.0,0.0,False,4.09,9.25,216.94,pontual
TXN-0000493,2023-01-11,2023-01,franquia,SKU-MAQ-013,maquiagem,1,151.48,151.48,0.0,146.13,True,11.8,17.88,-12.53,pontual
TXN-0000494,2023-01-20,2023-01,marketplace,SKU-SKI-007,skincare,4,287.81,1151.24,0.0,0.0,False,16.13,185.71,965.53,recorrente
TXN-0000495,2023-01-11,2023-01,ecommerce,SKU-HAI-006,haircare,1,131.1,131.1,0.0,0.0,False,4.13,5.41,125.69,pontual
TXN-0000496,2023-01-08,2023-01,marketplace,SKU-MAQ-010,maquiagem,1,53.67,53.67,20.0,0.0,False,17.99,9.65,44.02,recorrente
TXN-0000497,2023-01-19,2023-01,franquia,SKU-MAQ-004,maquiagem,1,86.5,86.5,0.0,0.0,False,11.03,9.54,76.96,pontual
TXN-0000498,2023-01-01,2023-01,ecommerce,SKU-PER-013,perfumes,4,381.29,1525.16,0.0,0.0,False,3.17,48.33,1476.83,pontual
TXN-0000499,2023-01-10,2023-01,franquia,SKU-MAQ-005,maquiagem,3,78.66,235.98,15.0,0.0,False,12.96,30.58,205.4,recorrente
TXN-0000500,2023-01-22,2023-01,franquia,SKU-PER-010,perfumes,1,416.16,416.16,0.0,0.0,False,12.3,51.2,364.96,pontual
TXN-0000501,2023-01-23,2023-01,ecommerce,SKU-PER-008,perfumes,1,243.29,243.29,0.0,0.0,False,3.08,7.48,235.81,pontual
TXN-0000502,2023-01-19,2023-01,marketplace,SKU-MAQ-003,maquiagem,1,60.92,60.92,0.0,0.0,False,17.16,10.46,50.46,pontual
TXN-0000503,2023-01-18,2023-01,loja_propria,SKU-PER-002,perfumes,1,144.08,144.08,5.0,0.0,False,0.94,1.35,142.73,pontual
TXN-0000504,2023-01-20,2023-01,franquia,SKU-PER-004,perfumes,2,381.38,762.76,0.0,0.0,False,11.18,85.25,677.51,recorrente
TXN-0000505,2023-01-12,2023-01,franquia,SKU-PER-009,perfumes,1,331.99,331.99,10.0,0.0,False,12.76,42.38,289.61,pontual
TXN-0000506,2023-01-21,2023-01,marketplace,SKU-PER-009,perfumes,1,368.88,368.88,0.0,0.0,False,17.71,65.34,303.54,pontual
TXN-0000507,2023-01-01,2023-01,loja_propria,SKU-MAQ-016,maquiagem,1,65.5,65.5,0.0,0.0,False,-0.69,-0.45,65.95,recorrente
TXN-0000508,2023-01-23,2023-01,franquia,SKU-MAQ-014,maquiagem,2,89.03,178.06,0.0,0.0,False,11.25,20.04,158.02,pontual
TXN-0000509,2023-01-19,2023-01,ecommerce,SKU-PER-001,perfumes,2,381.67,763.34,0.0,0.0,False,4.1,31.32,732.02,recorrente
TXN-0000510,2023-01-10,2023-01,loja_propria,SKU-MAQ-009,maquiagem,1,118.9,118.9,5.0,0.0,False,0.38,0.45,118.45,pontual
TXN-0000511,2023-01-05,2023-01,ecommerce,SKU-HAI-010,haircare,1,138.73,138.73,15.0,0.0,False,4.32,5.99,132.74,pontual
TXN-0000512,2023-01-12,2023-01,franquia,SKU-MAQ-016,maquiagem,1,65.5,65.5,0.0,0.0,False,11.02,7.22,58.28,pontual
TXN-0000513,2023-01-10,2023-01,marketplace,SKU-SKI-015,skincare,1,200.57,200.57,15.0,0.0,False,16.29,32.67,167.9,pontual
TXN-0000514,2023-01-04,2023-01,ecommerce,SKU-MAQ-002,maquiagem,2,63.82,127.64,10.0,0.0,False,3.1,3.96,123.68,recorrente
TXN-0000515,2023-01-06,2023-01,loja_propria,SKU-SKI-006,skincare,2,106.83,213.66,5.0,0.0,False,0.46,0.98,212.68,pontual
TXN-0000516,2023-01-26,2023-01,marketplace,SKU-MAQ-004,maquiagem,1,86.5,86.5,0.0,0.0,False,17.78,15.38,71.12,recorrente
TXN-0000517,2023-01-01,2023-01,marketplace,SKU-MAQ-015,maquiagem,2,69.42,138.84,5.0,0.0,False,17.49,24.28,114.56,pontual
TXN-0000518,2023-01-01,2023-01,marketplace,SKU-MAQ-009,maquiagem,2,112.64,225.28,10.0,0.0,False,16.48,37.13,188.15,recorrente
TXN-0000519,2023-01-03,2023-01,franquia,SKU-PER-003,perfumes,2,362.06,724.12,0.0,0.0,False,12.12,87.79,636.33,pontual
TXN-0000520,2023-01-07,2023-01,marketplace,SKU-MAQ-002,maquiagem,1,60.27,60.27,15.0,0.0,False,17.0,10.25,50.02,recorrente
TXN-0000521,2023-01-21,2023-01,franquia,SKU-MAQ-004,maquiagem,1,86.5,86.5,0.0,0.0,False,11.06,9.57,76.93,pontual
TXN-0000522,2023-01-12,2023-01,ecommerce,SKU-SKI-015,skincare,3,200.57,601.71,15.0,0.0,False,4.74,28.52,573.19,pontual
TXN-0000523,2023-01-10,2023-01,franquia,SKU-PER-007,perfumes,3,249.27,747.81,0.0,0.0,False,11.61,86.83,660.98,pontual
TXN-0000524,2023-01-08,2023-01,marketplace,SKU-SKI-009,skincare,1,147.66,147.66,15.0,0.0,False,16.14,23.83,123.83,recorrente
TXN-0000525,2023-01-14,2023-01,marketplace,SKU-MAQ-011,maquiagem,2,62.16,124.32,0.0,0.0,False,17.79,22.12,102.2,pontual
TXN-0000526,2023-01-18,2023-01,marketplace,SKU-MAQ-006,maquiagem,2,119.32,238.64,0.0,0.0,False,16.59,39.6,199.04,pontual
TXN-0000527,2023-01-16,2023-01,loja_propria,SKU-MAQ-013,maquiagem,1,151.48,151.48,0.0,0.0,False,0.75,1.13,150.35,recorrente
TXN-0000528,2023-01-28,2023-01,franquia,SKU-PER-009,perfumes,1,368.88,368.88,0.0,0.0,False,12.06,44.48,324.4,recorrente
TXN-0000529,2023-01-18,2023-01,ecommerce,SKU-PER-001,perfumes,1,381.67,381.67,0.0,0.0,False,4.44,16.94,364.73,pontual
TXN-0000530,2023-01-27,2023-01,marketplace,SKU-MAQ-006,maquiagem,1,107.39,107.39,10.0,0.0,False,16.53,17.76,89.63,recorrente
TXN-0000531,2023-01-08,2023-01,marketplace,SKU-PER-005,perfumes,1,257.54,257.54,0.0,0.0,False,16.88,43.46,214.08,recorrente
TXN-0000532,2023-01-15,2023-01,marketplace,SKU-SKI-011,skincare,2,216.14,432.28,10.0,0.0,False,16.45,71.1,361.18,pontual
TXN-0000533,2023-01-19,2023-01,marketplace,SKU-MAQ-001,maquiagem,1,135.0,135.0,0.0,0.0,False,17.14,23.14,111.86,pontual
TXN-0000534,2023-01-27,2023-01,franquia,SKU-MAQ-006,maquiagem,2,119.32,238.64,0.0,0.0,False,11.17,26.66,211.98,pontual
TXN-0000535,2023-01-14,2023-01,marketplace,SKU-SKI-010,skincare,1,161.04,161.04,20.0,0.0,False,17.76,28.6,132.44,pontual
TXN-0000536,2023-01-02,2023-01,franquia,SKU-SKI-001,skincare,1,188.9,188.9,0.0,0.0,False,12.2,23.04,165.86,pontual
TXN-0000537,2023-01-04,2023-01,franquia,SKU-MAQ-014,maquiagem,2,89.03,178.06,0.0,0.0,False,11.57,20.6,157.46,recorrente
TXN-0000538,2023-01-12,2023-01,franquia,SKU-MAQ-004,maquiagem,3,86.5,259.5,0.0,0.0,False,11.1,28.82,230.68,pontual
TXN-0000539,2023-01-26,2023-01,marketplace,SKU-PER-003,perfumes,1,362.06,362.06,0.0,0.0,False,17.6,63.72,298.34,recorrente
TXN-0000540,2023-01-09,2023-01,ecommerce,SKU-MAQ-003,maquiagem,2,60.92,121.84,0.0,0.0,False,4.87,5.93,115.91,recorrente
TXN-0000541,2023-01-19,2023-01,loja_propria,SKU-SKI-007,skincare,1,244.64,244.64,15.0,0.0,False,-0.17,-0.41,245.05,pontual
TXN-0000542,2023-01-04,2023-01,loja_propria,SKU-PER-012,perfumes,1,378.24,378.24,0.0,0.0,False,0.98,3.72,374.52,pontual
TXN-0000543,2023-01-09,2023-01,ecommerce,SKU-SKI-017,skincare,3,122.05,366.15,0.0,0.0,False,3.57,13.07,353.08,recorrente
TXN-0000544,2023-01-23,2023-01,franquia,SKU-SKI-011,skincare,1,204.14,204.14,15.0,0.0,False,11.72,23.92,180.22,recorrente
TXN-0000545,2023-01-05,2023-01,franquia,SKU-MAQ-005,maquiagem,2,92.54,185.08,0.0,0.0,False,12.06,22.32,162.76,recorrente
TXN-0000546,2023-01-21,2023-01,ecommerce,SKU-MAQ-016,maquiagem,2,58.95,117.9,10.0,0.0,False,3.83,4.52,113.38,pontual
TXN-0000547,2023-01-23,2023-01,ecommerce,SKU-PER-001,perfumes,4,362.59,1450.36,5.0,0.0,False,4.87,70.62,1379.74,pontual
TXN-0000548,2023-01-01,2023-01,loja_propria,SKU-MAQ-003,maquiagem,3,60.92,182.76,0.0,0.0,False,-0.89,-1.63,184.39,pontual
TXN-0000549,2023-01-21,2023-01,ecommerce,SKU-HAI-004,haircare,2,117.27,234.54,0.0,204.44,True,3.14,7.38,22.72,recorrente
TXN-0000550,2023-01-14,2023-01,marketplace,SKU-SKI-016,skincare,3,239.23,717.69,0.0,0.0,False,16.64,119.41,598.28,pontual
TXN-0000551,2023-01-18,2023-01,ecommerce,SKU-SKI-016,skincare,2,215.31,430.62,10.0,0.0,False,3.08,13.25,417.37,pontual
TXN-0000552,2023-01-22,2023-01,marketplace,SKU-MAQ-014,maquiagem,2,80.13,160.26,10.0,0.0,False,16.7,26.76,133.5,recorrente
TXN-0000553,2023-01-01,2023-01,marketplace,SKU-HAI-007,haircare,1,89.21,89.21,15.0,0.0,False,17.24,15.38,73.83,pontual
TXN-0000554,2023-01-14,2023-01,marketplace,SKU-SKI-014,skincare,1,151.13,151.13,0.0,0.0,False,17.73,26.8,124.33,pontual
TXN-0000555,2023-01-06,2023-01,ecommerce,SKU-PER-007,perfumes,3,224.34,673.02,10.0,0.0,False,3.99,26.83,646.19,pontual
TXN-0000556,2023-01-03,2023-01,ecommerce,SKU-MAQ-009,maquiagem,1,125.16,125.16,0.0,0.0,False,4.83,6.05,119.11,pontual
TXN-0000557,2023-01-10,2023-01,ecommerce,SKU-MAQ-013,maquiagem,2,151.48,302.96,0.0,0.0,False,4.76,14.41,288.55,pontual
TXN-0000558,2023-01-04,2023-01,marketplace,SKU-SKI-004,skincare,1,120.55,120.55,0.0,0.0,False,16.07,19.37,101.18,pontual
TXN-0000559,2023-01-22,2023-01,ecommerce,SKU-SKI-006,skincare,1,95.58,95.58,15.0,0.0,False,3.02,2.88,92.7,recorrente
TXN-0000560,2023-01-28,2023-01,ecommerce,SKU-SKI-017,skincare,1,122.05,122.05,0.0,0.0,False,3.64,4.44,117.61,recorrente
TXN-0000561,2023-01-24,2023-01,ecommerce,SKU-MAQ-010,maquiagem,3,67.09,201.27,0.0,0.0,False,4.76,9.59,191.68,recorrente
TXN-0000562,2023-01-13,2023-01,ecommerce,SKU-SKI-015,skincare,2,235.96,471.92,0.0,0.0,False,4.76,22.46,449.46,pontual
TXN-0000563,2023-01-05,2023-01,ecommerce,SKU-HAI-003,haircare,1,68.88,68.88,10.0,0.0,False,4.11,2.83,66.05,pontual
TXN-0000564,2023-01-12,2023-01,marketplace,SKU-SKI-015,skincare,2,224.16,448.32,5.0,0.0,False,17.01,76.27,372.05,pontual
TXN-0000565,2023-01-22,2023-01,ecommerce,SKU-MAQ-014,maquiagem,1,84.58,84.58,5.0,0.0,False,4.47,3.78,80.8,recorrente
TXN-0000566,2023-01-04,2023-01,loja_propria,SKU-SKI-002,skincare,2,252.8,505.6,5.0,0.0,False,-0.05,-0.24,505.84,pontual
TXN-0000567,2023-01-05,2023-01,loja_propria,SKU-SKI-008,skincare,1,139.91,139.91,5.0,0.0,False,-0.03,-0.04,139.95,pontual
TXN-0000568,2023-01-24,2023-01,ecommerce,SKU-PER-009,perfumes,2,350.44,700.88,5.0,0.0,False,4.75,33.29,667.59,pontual
TXN-0000569,2023-01-22,2023-01,marketplace,SKU-HAI-002,haircare,3,68.09,204.27,10.0,0.0,False,17.89,36.54,167.73,recorrente
TXN-0000570,2023-01-13,2023-01,marketplace,SKU-SKI-007,skincare,1,287.81,287.81,0.0,0.0,False,17.79,51.2,236.61,recorrente
TXN-0000571,2023-01-16,2023-01,loja_propria,SKU-HAI-005,haircare,1,182.42,182.42,10.0,0.0,False,0.78,1.41,181.01,recorrente
TXN-0000572,2023-01-01,2023-01,marketplace,SKU-SKI-009,skincare,5,147.66,738.3,15.0,0.0,False,17.81,131.48,606.82,pontual
TXN-0000573,2023-01-19,2023-01,ecommerce,SKU-HAI-006,haircare,1,131.1,131.1,0.0,0.0,False,3.82,5.0,126.1,pontual
TXN-0000574,2023-01-25,2023-01,ecommerce,SKU-MAQ-001,maquiagem,1,128.25,128.25,5.0,0.0,False,4.53,5.81,122.44,pontual
TXN-0000575,2023-01-02,2023-01,ecommerce,SKU-SKI-004,skincare,4,114.52,458.08,5.0,0.0,False,3.21,14.71,443.37,pontual
TXN-0000576,2023-02-25,2023-02,ecommerce,SKU-PER-006,perfumes,1,368.04,368.04,10.0,0.0,False,3.59,13.2,354.84,pontual
TXN-0000577,2023-02-20,2023-02,ecommerce,SKU-MAQ-008,maquiagem,1,131.28,131.28,20.0,0.0,False,3.61,4.73,126.55,recorrente
TXN-0000578,2023-02-26,2023-02,ecommerce,SKU-HAI-003,haircare,1,76.53,76.53,0.0,0.0,False,3.81,2.91,73.62,pontual
TXN-0000579,2023-02-21,2023-02,marketplace,SKU-PER-012,perfumes,2,378.24,756.48,0.0,615.19,True,16.54,125.1,16.19,pontual
TXN-0000580,2023-02-02,2023-02,franquia,SKU-HAI-008,haircare,1,113.72,113.72,0.0,0.0,False,11.54,13.12,100.6,pontual
TXN-0000581,2023-02-02,2023-02,ecommerce,SKU-PER-004,perfumes,1,381.38,381.38,0.0,0.0,False,3.35,12.78,368.6,pontual
TXN-0000582,2023-02-23,2023-02,franquia,SKU-SKI-013,skincare,1,206.51,206.51,0.0,0.0,False,11.6,23.95,182.56,recorrente
TXN-0000583,2023-02-17,2023-02,marketplace,SKU-MAQ-012,maquiagem,2,96.24,192.48,5.0,0.0,False,16.19,31.16,161.32,pontual
TXN-0000584,2023-02-25,2023-02,ecommerce,SKU-SKI-019,skincare,3,165.11,495.33,5.0,0.0,False,3.94,19.51,475.82,pontual
TXN-0000585,2023-02-11,2023-02,ecommerce,SKU-HAI-010,haircare,3,163.21,489.63,0.0,0.0,False,3.89,19.06,470.57,recorrente
TXN-0000586,2023-02-19,2023-02,ecommerce,SKU-PER-007,perfumes,2,249.27,498.54,0.0,0.0,False,3.39,16.91,481.63,pontual
TXN-0000587,2023-02-28,2023-02,marketplace,SKU-SKI-017,skincare,2,122.05,244.1,0.0,0.0,False,16.42,40.08,204.02,pontual
TXN-0000588,2023-02-19,2023-02,ecommerce,SKU-SKI-015,skincare,2,235.96,471.92,0.0,0.0,False,3.54,16.69,455.23,recorrente
TXN-0000589,2023-02-28,2023-02,franquia,SKU-SKI-005,skincare,3,237.84,713.52,0.0,0.0,False,12.67,90.43,623.09,recorrente
TXN-0000590,2023-02-05,2023-02,marketplace,SKU-MAQ-004,maquiagem,1,86.5,86.5,0.0,0.0,False,16.89,14.61,71.89,pontual
TXN-0000591,2023-02-23,2023-02,ecommerce,SKU-PER-009,perfumes,2,295.1,590.2,20.0,0.0,False,4.61,27.24,562.96,pontual
TXN-0000592,2023-02-24,2023-02,ecommerce,SKU-MAQ-003,maquiagem,1,60.92,60.92,0.0,0.0,False,4.94,3.01,57.91,pontual
TXN-0000593,2023-02-22,2023-02,marketplace,SKU-SKI-008,skincare,3,139.91,419.73,5.0,0.0,False,16.57,69.55,350.18,recorrente
TXN-0000594,2023-02-13,2023-02,franquia,SKU-HAI-006,haircare,1,104.88,104.88,20.0,0.0,False,12.58,13.19,91.69,pontual
TXN-0000595,2023-02-11,2023-02,ecommerce,SKU-HAI-006,haircare,1,131.1,131.1,0.0,0.0,False,4.0,5.24,125.86,pontual
TXN-0000596,2023-02-26,2023-02,ecommerce,SKU-SKI-017,skincare,1,122.05,122.05,0.0,0.0,False,4.21,5.14,116.91,pontual
TXN-0000597,2023-02-16,2023-02,marketplace,SKU-MAQ-014,maquiagem,5,89.03,445.15,0.0,0.0,False,17.64,78.54,366.61,pontual
TXN-0000598,2023-02-26,2023-02,franquia,SKU-MAQ-015,maquiagem,1,58.46,58.46,20.0,0.0,False,12.41,7.26,51.2,recorrente
