cliente_id,canal_aquisicao,categoria_preferida,data_primeira_compra,data_ultima_compra,frequencia_compras_ano,ticket_medio,ltv_estimado,is_recorrente,status,uf,genero,faixa_etaria
CLI-000517,marketplace,maquiagem,2024-05-16,2024-12-31,3,107.23,787.06,True,ativo,SP,F,35-44
CLI-000518,ecommerce,perfumes,2023-09-01,2024-03-26,2,275.38,1390.07,False,ativo,DF,F,35-44
CLI-000519,ecommerce,maquiagem,2024-06-16,2024-12-31,6,71.29,1268.45,True,ativo,PR,M,35-44
CLI-000520,marketplace,maquiagem,2023-08-27,2023-11-26,12,160.95,5558.23,True,ativo,RS,F,45-54
CLI-000521,ecommerce,skincare,2024-03-13,2024-12-31,1,387.05,837.49,False,ativo,SP,M,25-34
CLI-000522,ecommerce,skincare,2023-06-25,2023-09-17,2,170.16,645.39,False,ativo,MG,F,35-44
CLI-000523,marketplace,skincare,2024-09-22,2024-12-31,2,150.73,482.18,False,ativo,SP,F,18-24
CLI-000524,loja_propria,maquiagem,2023-11-21,2024-02-03,1,109.31,191.08,False,ativo,RS,F,18-24
CLI-000525,ecommerce,maquiagem,2023-12-30,2024-09-12,2,55.37,284.47,False,ativo,SP,F,25-34
CLI-000526,marketplace,haircare,2024-06-25,2024-12-31,6,89.21,1190.37,True,inativo,MG,F,25-34
CLI-000527,ecommerce,perfumes,2024-03-05,2024-04-24,6,207.61,2049.98,True,inativo,SP,F,35-44
CLI-000528,loja_propria,haircare,2024-06-16,2024-12-31,2,162.93,892.89,False,ativo,DF,NI,25-34
CLI-000529,ecommerce,skincare,2023-07-27,2024-01-27,1,145.96,257.54,False,ativo,MG,F,25-34
CLI-000530,marketplace,haircare,2024-08-30,2024-12-31,4,186.07,2138.14,True,inativo,RJ,F,45-54
CLI-000531,franquia,skincare,2024-09-08,2024-12-31,6,219.2,2586.34,True,ativo,PR,M,45-54
CLI-000532,ecommerce,skincare,2024-08-12,2024-12-18,3,262.86,1644.27,True,ativo,GO,F,25-34
CLI-000533,ecommerce,skincare,2023-04-20,2023-10-18,6,321.99,3470.61,True,ativo,SP,F,35-44
CLI-000534,ecommerce,skincare,2023-04-02,2023-04-19,2,368.73,1938.74,False,inativo,SP,F,25-34
CLI-000535,ecommerce,perfumes,2024-09-03,2024-10-17,2,459.59,2119.64,False,ativo,DF,F,25-34
CLI-000536,marketplace,maquiagem,2024-02-27,2024-12-20,2,156.26,879.16,False,em_risco,RJ,F,25-34
CLI-000537,ecommerce,maquiagem,2024-09-07,2024-11-23,3,149.22,1145.5,True,ativo,BA,F,45-54
CLI-000538,franquia,maquiagem,2023-09-03,2023-12-31,1,85.49,156.41,False,ativo,RJ,F,35-44
CLI-000539,loja_propria,perfumes,2023-03-13,2023-07-14,4,513.99,5979.97,True,ativo,SP,F,35-44
CLI-000540,ecommerce,skincare,2024-09-27,2024-12-31,4,215.37,1784.23,True,ativo,RJ,NI,18-24
CLI-000541,ecommerce,skincare,2023-12-19,2024-12-31,1,217.47,521.32,False,em_risco,SC,F,25-34
CLI-000542,marketplace,skincare,2024-09-02,2024-12-31,2,313.92,1365.69,False,ativo,PR,F,35-44
CLI-000543,marketplace,maquiagem,2023-02-04,2023-08-11,2,145.8,666.44,False,ativo,SP,F,25-34
CLI-000544,franquia,maquiagem,2024-02-10,2024-07-16,3,207.64,1121.3,True,inativo,PE,M,18-24
CLI-000545,marketplace,perfumes,2024-08-12,2024-09-16,6,542.5,6448.25,True,ativo,RS,F,25-34
CLI-000546,franquia,maquiagem,2024-02-27,2024-05-24,1,57.33,107.24,False,ativo,MG,F,35-44
CLI-000547,ecommerce,maquiagem,2023-11-24,2024-02-29,2,60.39,280.43,False,ativo,SP,F,35-44
CLI-000548,ecommerce,haircare,2023-04-06,2023-12-30,3,74.06,529.9,True,ativo,SP,F,35-44
CLI-000549,loja_propria,skincare,2023-07-11,2023-12-15,4,123.28,1263.69,True,ativo,PR,F,35-44
CLI-000550,ecommerce,skincare,2023-09-06,2024-08-13,1,205.79,530.39,False,inativo,PE,M,18-24
CLI-000551,marketplace,skincare,2023-06-13,2024-05-18,12,170.17,5528.51,True,em_risco,SC,F,25-34
CLI-000552,ecommerce,haircare,2024-04-14,2024-07-11,4,262.13,1976.67,True,em_risco,SP,F,18-24
CLI-000553,marketplace,haircare,2023-11-21,2024-05-26,1,72.83,138.28,False,ativo,SC,F,35-44
CLI-000554,marketplace,skincare,2023-05-22,2024-01-01,2,91.36,352.64,False,ativo,PR,M,35-44
CLI-000555,franquia,perfumes,2024-09-12,2024-12-31,12,534.45,14397.3,True,ativo,SP,F,35-44
CLI-000556,franquia,perfumes,2023-05-20,2024-05-08,2,533.75,2059.76,False,ativo,MG,F,35-44
CLI-000557,ecommerce,haircare,2023-08-12,2024-03-01,3,256.17,2240.71,True,em_risco,SC,F,18-24
CLI-000558,franquia,perfumes,2023-12-28,2024-11-27,2,356.88,1879.66,False,em_risco,RJ,M,18-24
CLI-000559,loja_propria,haircare,2023-08-30,2024-01-23,2,165.47,624.07,False,inativo,SP,M,55+
CLI-000560,marketplace,maquiagem,2023-03-18,2023-06-26,1,73.39,179.27,False,ativo,RS,F,18-24
CLI-000561,ecommerce,skincare,2023-01-26,2023-02-01,2,160.22,934.02,False,ativo,SP,F,25-34
CLI-000562,loja_propria,haircare,2024-09-10,2024-11-17,2,147.02,865.12,False,ativo,RJ,F,25-34
CLI-000563,ecommerce,skincare,2023-01-22,2023-06-06,2,348.54,2004.05,False,inativo,MG,F,25-34
CLI-000564,loja_propria,maquiagem,2023-05-30,2024-04-20,2,166.65,539.54,False,em_risco,SP,F,35-44
CLI-000565,ecommerce,maquiagem,2024-05-23,2024-11-17,3,182.26,1263.95,True,em_risco,RJ,F,25-34
CLI-000566,franquia,haircare,2024-08-14,2024-12-20,3,252.67,1162.42,True,inativo,DF,M,18-24
CLI-000567,franquia,perfumes,2023-04-06,2023-05-03,4,425.83,3078.48,True,ativo,SP,M,35-44
CLI-000568,ecommerce,skincare,2023-07-08,2024-06-15,1,320.27,771.07,False,inativo,PR,M,25-34
CLI-000569,franquia,maquiagem,2023-11-26,2024-06-17,2,104.83,605.66,False,inativo,RJ,F,25-34
CLI-000570,marketplace,skincare,2024-05-20,2024-12-24,3,117.15,775.85,True,em_risco,SP,M,18-24
CLI-000571,loja_propria,perfumes,2023-04-25,2024-05-14,3,188.18,1340.32,True,ativo,PR,F,35-44
CLI-000572,ecommerce,maquiagem,2023-11-13,2024-09-27,3,140.5,1262.79,True,ativo,PR,F,25-34
CLI-000573,marketplace,perfumes,2023-11-24,2024-03-17,3,283.29,2492.38,True,ativo,SP,F,45-54
CLI-000574,ecommerce,skincare,2024-04-17,2024-09-21,2,381.6,1699.72,False,ativo,SP,F,18-24
CLI-000575,ecommerce,maquiagem,2024-07-11,2024-12-31,1,187.21,317.51,False,ativo,DF,F,55+
CLI-000576,marketplace,skincare,2023-12-27,2023-12-29,3,165.31,1382.31,True,inativo,RS,F,25-34
CLI-000577,ecommerce,maquiagem,2024-07-31,2024-09-29,2,135.4,444.01,False,inativo,RJ,F,55+
CLI-000578,ecommerce,perfumes,2024-03-12,2024-12-31,3,160.03,1159.32,True,inativo,SP,F,45-54
CLI-000579,ecommerce,perfumes,2023-05-28,2023-08-18,3,370.75,3250.54,True,ativo,SP,M,35-44
CLI-000580,ecommerce,skincare,2023-10-03,2024-08-06,4,170.15,1268.67,True,ativo,MG,F,18-24
CLI-000581,marketplace,skincare,2023-11-20,2024-06-14,2,299.3,911.28,False,ativo,RS,F,25-34
CLI-000582,marketplace,maquiagem,2023-05-19,2023-06-05,2,108.72,515.79,False,ativo,SP,F,25-34
CLI-000583,franquia,haircare,2024-05-21,2024-11-26,3,232.17,2035.55,True,em_risco,RS,M,35-44
CLI-000584,ecommerce,maquiagem,2024-02-04,2024-12-21,2,165.47,709.9,False,ativo,RJ,M,25-34
CLI-000585,ecommerce,skincare,2023-11-26,2024-07-23,1,170.67,482.19,False,ativo,PR,F,25-34
CLI-000586,ecommerce,perfumes,2024-08-05,2024-12-31,1,533.54,826.64,False,inativo,MG,M,55+
CLI-000587,marketplace,perfumes,2023-10-15,2024-06-27,1,141.25,276.97,False,inativo,SP,M,45-54
CLI-000588,marketplace,skincare,2024-08-22,2024-11-29,4,252.33,2442.39,True,ativo,SP,F,25-34
CLI-000589,marketplace,perfumes,2023-01-02,2023-06-13,1,494.79,942.31,False,ativo,SP,F,35-44
CLI-000590,ecommerce,perfumes,2023-08-22,2024-09-09,1,400.45,605.38,False,inativo,SP,F,35-44
CLI-000591,ecommerce,perfumes,2024-07-27,2024-12-31,3,280.79,1357.77,True,ativo,RJ,F,18-24
CLI-000592,loja_propria,skincare,2023-08-22,2024-02-04,4,157.43,1373.15,True,em_risco,PR,F,55+
CLI-000593,franquia,maquiagem,2023-04-24,2023-05-20,3,106.07,530.03,True,inativo,RS,F,18-24
CLI-000594,loja_propria,skincare,2023-04-16,2023-05-12,1,106.27,168.75,False,ativo,SP,F,55+
CLI-000595,marketplace,maquiagem,2024-09-03,2024-12-31,1,133.25,297.99,False,ativo,SP,F,18-24
CLI-000596,ecommerce,perfumes,2024-09-22,2024-12-31,1,249.32,603.61,False,ativo,SP,F,25-34
CLI-000597,marketplace,perfumes,2023-05-11,2024-05-11,2,226.21,1181.38,False,ativo,SP,F,18-24
CLI-000598,marketplace,maquiagem,2023-01-05,2023-05-13,2,196.17,803.67,False,ativo,RJ,F,35-44
CLI-000599,ecommerce,skincare,2023-02-20,2023-11-10,1,317.3,696.23,False,em_risco,SP,F,25-34
CLI-000600,ecommerce,skincare,2023-08-05,2024-02-07,4,222.36,2581.12,True,em_risco,DF,M,35-44
CLI-000601,franquia,maquiagem,2024-09-22,2024-12-31,4,125.02,1413.0,True,ativo,SP,F,45-54
CLI-000602,marketplace,maquiagem,2024-04-09,2024-12-31,3,67.04,361.92,True,ativo,RS,F,35-44
CLI-000603,ecommerce,maquiagem,2023-03-23,2023-10-19,4,196.14,2285.03,True,em_risco,SP,F,35-44
CLI-000604,ecommerce,maquiagem,2023-03-24,2023-12-11,1,190.9,539.51,False,ativo,MG,F,45-54
CLI-000605,franquia,maquiagem,2023-06-03,2023-10-30,2,64.64,342.15,False,ativo,RS,F,25-34
CLI-000606,ecommerce,haircare,2024-03-12,2024-07-04,6,64.11,617.16,True,ativo,BA,F,35-44
CLI-000607,ecommerce,skincare,2023-12-21,2024-05-05,1,327.35,552.19,False,inativo,RJ,F,35-44
CLI-000608,ecommerce,skincare,2023-11-12,2024-07-08,1,300.07,778.15,False,ativo,SP,F,45-54
CLI-000609,ecommerce,skincare,2023-11-03,2024-03-24,2,240.96,921.07,False,ativo,RJ,F,55+
CLI-000610,loja_propria,perfumes,2023-06-09,2023-06-12,2,422.3,2447.47,False,inativo,PR,F,35-44
CLI-000611,ecommerce,perfumes,2023-01-16,2023-12-12,3,242.15,1962.48,True,ativo,SP,M,45-54
CLI-000612,marketplace,perfumes,2024-04-23,2024-11-21,1,170.17,324.78,False,inativo,SP,M,25-34
CLI-000613,loja_propria,maquiagem,2024-09-15,2024-12-31,12,79.48,2713.26,True,inativo,SP,F,18-24
CLI-000614,ecommerce,skincare,2023-06-22,2024-07-06,3,231.15,1065.15,True,ativo,MG,F,25-34
CLI-000615,marketplace,maquiagem,2023-03-21,2024-04-02,3,60.15,316.67,True,ativo,PE,M,35-44
CLI-000616,ecommerce,skincare,2023-02-26,2023-08-08,1,173.04,373.04,False,inativo,DF,F,18-24
CLI-000617,ecommerce,maquiagem,2023-05-06,2023-11-14,4,60.63,464.76,True,ativo,BA,F,18-24
CLI-000618,marketplace,perfumes,2024-09-27,2024-10-25,3,167.98,1463.87,True,inativo,MG,F,18-24
CLI-000619,ecommerce,maquiagem,2023-01-14,2023-03-21,1,70.28,120.6,False,ativo,SP,F,25-34
CLI-000620,ecommerce,perfumes,2024-06-07,2024-10-24,3,190.62,1084.29,True,ativo,RS,M,18-24
CLI-000621,ecommerce,skincare,2023-10-06,2023-11-21,3,227.73,1285.11,True,em_risco,GO,F,55+
CLI-000622,marketplace,maquiagem,2024-09-12,2024-12-20,1,63.89,140.52,False,ativo,SP,F,45-54
CLI-000623,ecommerce,haircare,2023-04-27,2023-10-29,4,111.52,1231.09,True,em_risco,RJ,F,25-34
CLI-000624,ecommerce,skincare,2023-03-19,2024-03-29,3,359.71,1850.54,True,inativo,MG,NI,35-44
CLI-000625,loja_propria,maquiagem,2023-05-07,2024-05-24,1,50.45,124.34,False,em_risco,SP,F,45-54
CLI-000626,ecommerce,perfumes,2024-04-06,2024-08-02,3,224.53,1667.73,True,em_risco,DF,F,25-34
CLI-000627,franquia,perfumes,2023-10-13,2023-12-01,12,448.21,12787.74,True,em_risco,MG,M,25-34
CLI-000628,franquia,perfumes,2024-08-02,2024-12-31,2,456.93,1966.89,False,ativo,SP,F,45-54
CLI-000629,loja_propria,maquiagem,2023-05-13,2024-01-20,1,122.26,215.92,False,ativo,RJ,F,55+
CLI-000630,marketplace,perfumes,2024-06-10,2024-12-31,3,450.87,2685.28,True,em_risco,BA,M,35-44
CLI-000631,marketplace,haircare,2023-12-15,2023-12-19,4,250.93,2738.5,True,ativo,RS,F,18-24
CLI-000632,ecommerce,haircare,2023-08-25,2024-04-03,2,165.51,508.63,False,ativo,SP,F,25-34
CLI-000633,marketplace,skincare,2023-08-09,2024-06-05,1,323.38,592.65,False,ativo,SP,F,25-34
CLI-000634,ecommerce,skincare,2024-08-29,2024-12-31,6,224.95,3994.06,True,inativo,PE,F,35-44
CLI-000635,marketplace,skincare,2023-04-06,2024-01-09,1,306.36,888.62,False,em_risco,SP,F,55+
CLI-000636,marketplace,perfumes,2023-04-14,2023-05-09,1,503.87,1344.03,False,em_risco,MG,F,35-44
CLI-000637,ecommerce,maquiagem,2023-02-19,2023-03-12,3,83.65,678.72,True,inativo,SP,F,35-44
CLI-000638,ecommerce,perfumes,2023-02-02,2023-05-31,1,164.9,264.78,False,ativo,MG,F,25-34
CLI-000639,ecommerce,haircare,2023-06-22,2024-01-13,4,153.17,1824.97,True,em_risco,SP,F,35-44
CLI-000640,ecommerce,maquiagem,2023-10-21,2024-03-18,1,120.44,232.49,False,inativo,RJ,F,18-24
CLI-000641,marketplace,skincare,2024-08-14,2024-12-31,1,142.6,254.7,False,ativo,MG,M,35-44
CLI-000642,marketplace,haircare,2023-10-02,2024-04-25,1,256.72,598.11,False,ativo,RJ,F,18-24
CLI-000643,marketplace,skincare,2023-12-05,2024-10-17,1,177.85,369.82,False,em_risco,RS,F,25-34
CLI-000644,ecommerce,perfumes,2023-11-13,2024-09-03,12,469.63,10741.85,True,inativo,RJ,M,25-34
CLI-000645,franquia,skincare,2023-10-12,2024-02-01,6,326.2,3920.32,True,ativo,SP,F,45-54
CLI-000646,marketplace,perfumes,2023-05-21,2024-05-06,6,353.49,5875.57,True,ativo,RJ,F,25-34
CLI-000647,ecommerce,perfumes,2023-06-21,2024-07-06,2,280.99,1086.17,False,ativo,RJ,F,35-44
CLI-000648,ecommerce,maquiagem,2023-05-09,2024-03-29,3,104.91,881.47,True,ativo,RJ,M,25-34
CLI-000649,marketplace,skincare,2024-09-27,2024-12-31,2,335.83,1018.35,False,ativo,MG,M,25-34
CLI-000650,franquia,maquiagem,2023-08-17,2024-06-28,3,69.22,617.66,True,inativo,PE,F,18-24
CLI-000651,loja_propria,skincare,2024-04-25,2024-12-31,1,205.46,364.36,False,ativo,SP,F,35-44
CLI-000652,ecommerce,haircare,2023-01-21,2023-09-07,4,133.2,1552.21,True,ativo,MG,M,55+
CLI-000653,ecommerce,perfumes,2023-04-25,2023-06-07,6,458.05,4270.43,True,ativo,PE,NI,25-34
CLI-000654,ecommerce,haircare,2023-02-28,2023-08-16,4,127.11,1216.67,True,ativo,PR,M,25-34
CLI-000655,franquia,haircare,2024-03-29,2024-12-31,1,82.26,136.79,False,ativo,RS,F,35-44
CLI-000656,marketplace,skincare,2023-10-09,2023-10-13,4,295.42,2620.49,True,ativo,PE,M,25-34
CLI-000657,ecommerce,haircare,2023-12-05,2024-04-19,1,216.0,468.32,False,ativo,PE,M,25-34
CLI-000658,franquia,maquiagem,2024-02-21,2024-10-20,3,75.92,406.52,True,ativo,SP,F,25-34
CLI-000659,ecommerce,skincare,2024-03-01,2024-06-01,1,275.58,583.95,False,ativo,SP,F,18-24
CLI-000660,franquia,perfumes,2023-12-07,2024-06-12,1,142.9,404.43,False,ativo,PE,M,35-44
CLI-000661,marketplace,haircare,2023-03-12,2023-10-05,1,179.5,471.23,False,ativo,PR,M,35-44
CLI-000662,loja_propria,skincare,2023-03-31,2023-11-21,4,225.93,1985.44,True,inativo,RJ,F,35-44
CLI-000663,franquia,skincare,2024-08-23,2024-12-31,2,101.26,421.73,False,em_risco,SC,NI,25-34
CLI-000664,marketplace,skincare,2024-01-29,2024-06-17,3,136.4,804.25,True,ativo,SP,M,35-44
CLI-000665,marketplace,haircare,2023-03-03,2023-06-09,1,240.39,428.87,False,ativo,SP,F,55+
CLI-000666,ecommerce,maquiagem,2024-02-23,2024-10-14,12,201.47,6600.23,True,ativo,SP,M,18-24
CLI-000667,franquia,skincare,2024-07-31,2024-12-31,1,241.53,713.26,False,ativo,DF,F,25-34
CLI-000668,ecommerce,skincare,2023-10-29,2024-10-19,4,300.23,2164.5,True,inativo,DF,F,55+
CLI-000669,marketplace,perfumes,2023-01-24,2023-11-30,3,153.89,1219.04,True,inativo,SP,M,25-34
CLI-000670,loja_propria,maquiagem,2023-05-03,2024-04-06,3,181.35,1203.65,True,ativo,SP,M,25-34
CLI-000671,ecommerce,maquiagem,2024-03-24,2024-12-18,1,91.16,143.56,False,ativo,DF,NI,25-34
CLI-000672,ecommerce,skincare,2023-07-03,2023-09-17,2,274.75,1106.95,False,ativo,GO,F,35-44
CLI-000673,loja_propria,maquiagem,2024-05-24,2024-09-12,3,119.2,709.68,True,ativo,MG,F,35-44
CLI-000674,ecommerce,perfumes,2023-09-06,2024-10-07,4,316.89,2510.24,True,em_risco,RJ,F,35-44
CLI-000675,loja_propria,skincare,2023-06-05,2024-06-16,2,347.42,1782.18,False,ativo,PR,M,35-44
CLI-000676,marketplace,perfumes,2024-03-25,2024-11-12,2,415.01,1971.97,False,em_risco,RS,F,25-34
CLI-000677,ecommerce,maquiagem,2023-11-24,2023-12-21,2,175.99,632.35,False,ativo,RS,M,18-24
CLI-000678,ecommerce,perfumes,2024-03-02,2024-12-11,2,458.59,1409.47,False,ativo,RJ,F,55+
CLI-000679,ecommerce,maquiagem,2023-11-30,2024-09-16,3,134.37,1087.48,True,ativo,RJ,M,45-54
CLI-000680,ecommerce,haircare,2023-10-23,2024-07-24,6,193.77,2743.69,True,em_risco,RJ,F,55+
CLI-000681,marketplace,skincare,2024-08-01,2024-12-31,6,100.71,1077.98,True,ativo,MG,F,25-34
CLI-000682,ecommerce,skincare,2024-03-03,2024-04-02,2,158.65,834.12,False,em_risco,SC,M,35-44
CLI-000683,marketplace,skincare,2023-04-15,2023-06-23,6,371.77,3837.7,True,inativo,RJ,F,45-54
CLI-000684,ecommerce,skincare,2023-01-27,2024-01-31,2,105.33,541.57,False,inativo,DF,F,18-24
CLI-000685,franquia,maquiagem,2023-01-15,2023-08-06,12,100.15,2366.59,True,ativo,SP,F,35-44
CLI-000686,ecommerce,perfumes,2023-03-31,2023-06-01,4,406.51,4384.89,True,ativo,SP,F,25-34
CLI-000687,franquia,skincare,2023-07-18,2024-04-10,2,178.61,1064.22,False,ativo,MG,F,25-34
CLI-000688,franquia,skincare,2023-07-19,2023-12-29,4,330.88,2129.11,True,ativo,DF,F,25-34
CLI-000689,ecommerce,skincare,2023-08-14,2023-10-29,4,300.24,3421.25,True,ativo,BA,F,25-34
CLI-000690,loja_propria,skincare,2024-07-11,2024-12-31,2,105.59,487.12,False,ativo,RS,F,25-34
CLI-000691,loja_propria,perfumes,2024-08-29,2024-12-31,6,346.53,5419.57,True,em_risco,SP,F,18-24
CLI-000692,marketplace,perfumes,2023-05-02,2023-11-30,3,308.28,1731.67,True,ativo,PR,M,25-34
CLI-000693,marketplace,skincare,2023-08-12,2024-09-13,3,190.77,887.17,True,ativo,MG,F,25-34
CLI-000694,marketplace,haircare,2023-08-05,2024-03-29,2,244.99,1456.24,False,ativo,BA,NI,45-54
CLI-000695,ecommerce,perfumes,2024-10-09,2024-12-31,2,317.0,1771.54,False,em_risco,PR,F,18-24
CLI-000696,ecommerce,skincare,2024-07-01,2024-12-31,3,363.68,2566.8,True,inativo,SP,F,18-24
CLI-000697,loja_propria,perfumes,2023-07-25,2024-04-02,2,249.99,1230.4,False,ativo,SP,F,35-44
CLI-000698,marketplace,maquiagem,2024-09-17,2024-12-31,4,170.78,1817.85,True,ativo,MG,M,35-44
CLI-000699,ecommerce,skincare,2023-04-22,2024-05-22,3,243.28,1858.18,True,inativo,PR,F,45-54
CLI-000700,marketplace,maquiagem,2023-04-08,2023-09-05,2,182.59,987.57,False,em_risco,BA,F,25-34
CLI-000701,ecommerce,skincare,2023-09-14,2024-09-22,2,158.63,732.91,False,ativo,BA,M,25-34
CLI-000702,ecommerce,haircare,2023-02-16,2023-07-04,2,144.74,515.11,False,inativo,RJ,F,45-54
CLI-000703,ecommerce,perfumes,2024-07-07,2024-12-31,1,326.83,565.71,False,inativo,PR,F,45-54
CLI-000704,ecommerce,perfumes,2023-05-16,2023-12-28,2,231.02,874.21,False,em_risco,SP,NI,25-34
CLI-000705,marketplace,perfumes,2024-04-01,2024-04-18,2,331.95,1126.45,False,ativo,SP,F,25-34
CLI-000706,ecommerce,perfumes,2023-06-04,2024-02-04,12,418.6,14253.54,True,em_risco,RJ,F,35-44
CLI-000707,loja_propria,haircare,2023-01-11,2023-07-13,1,191.46,412.43,False,ativo,DF,M,35-44
CLI-000708,marketplace,perfumes,2024-09-03,2024-12-31,2,447.66,1561.38,False,em_risco,BA,F,25-34
CLI-000709,franquia,maquiagem,2023-07-11,2023-10-07,3,190.36,1208.94,True,ativo,SC,F,55+
CLI-000710,marketplace,skincare,2024-03-30,2024-06-06,4,329.62,2818.88,True,em_risco,RJ,F,25-34
CLI-000711,loja_propria,haircare,2024-08-15,2024-12-31,1,86.36,194.76,False,em_risco,RJ,M,25-34
CLI-000712,ecommerce,maquiagem,2023-10-02,2024-07-06,2,199.6,958.9,False,em_risco,SP,F,25-34
CLI-000713,marketplace,perfumes,2023-01-15,2023-12-28,3,496.66,2665.7,True,em_risco,SP,F,45-54
CLI-000714,marketplace,skincare,2023-02-04,2024-02-27,1,179.14,458.41,False,ativo,SP,F,25-34
CLI-000715,ecommerce,perfumes,2023-07-16,2023-08-06,6,463.22,5202.07,True,ativo,PE,F,35-44
CLI-000716,franquia,maquiagem,2023-02-09,2023-07-29,2,102.14,376.01,False,ativo,RJ,M,35-44
CLI-000717,ecommerce,skincare,2023-02-17,2023-09-28,3,116.72,573.02,True,em_risco,RJ,F,18-24
CLI-000718,ecommerce,maquiagem,2024-06-04,2024-12-31,6,186.86,2528.73,True,ativo,SP,F,35-44
CLI-000719,ecommerce,skincare,2023-12-12,2024-03-19,2,136.18,721.52,False,inativo,GO,F,18-24
CLI-000720,ecommerce,skincare,2023-05-27,2023-07-05,2,139.85,833.46,False,inativo,DF,F,18-24
CLI-000721,ecommerce,skincare,2024-07-11,2024-07-30,1,246.25,414.73,False,ativo,PR,F,35-44
CLI-000722,loja_propria,haircare,2024-04-30,2024-09-06,2,68.61,349.16,False,em_risco,SP,F,25-34
CLI-000723,ecommerce,maquiagem,2024-02-07,2024-12-31,2,86.65,496.39,False,ativo,DF,F,18-24
CLI-000724,ecommerce,maquiagem,2023-06-29,2024-07-14,4,81.23,874.91,True,ativo,SP,F,25-34
CLI-000725,marketplace,skincare,2023-02-27,2023-05-14,3,225.51,1663.98,True,ativo,SP,F,35-44
CLI-000726,franquia,skincare,2023-05-09,2023-07-01,2,100.11,300.76,False,ativo,SP,M,18-24
CLI-000727,loja_propria,maquiagem,2024-05-08,2024-10-15,1,167.96,325.78,False,em_risco,SP,NI,35-44
CLI-000728,ecommerce,haircare,2024-05-27,2024-12-31,1,153.83,424.22,False,inativo,BA,M,18-24
CLI-000729,ecommerce,perfumes,2023-05-09,2024-06-02,6,524.85,6692.32,True,em_risco,SC,F,55+
CLI-000730,franquia,maquiagem,2023-09-01,2023-12-01,3,158.42,1188.19,True,ativo,GO,F,35-44
CLI-000731,ecommerce,haircare,2024-10-07,2024-12-31,3,120.99,609.22,True,em_risco,RJ,F,25-34
CLI-000732,loja_propria,haircare,2023-01-07,2023-05-28,12,179.39,6294.54,True,em_risco,DF,M,25-34
CLI-000733,ecommerce,maquiagem,2023-07-23,2024-05-30,2,51.84,196.46,False,ativo,SP,F,35-44
CLI-000734,marketplace,haircare,2023-09-14,2024-08-15,4,213.14,2525.17,True,ativo,RS,F,55+
CLI-000735,franquia,maquiagem,2023-02-24,2023-10-19,1,83.73,186.45,False,ativo,SP,F,25-34
CLI-000736,ecommerce,haircare,2023-05-29,2023-07-29,1,134.49,357.83,False,em_risco,DF,F,45-54
CLI-000737,ecommerce,skincare,2024-06-22,2024-11-25,2,227.21,853.63,False,inativo,RJ,F,18-24
CLI-000738,ecommerce,haircare,2024-04-03,2024-05-19,1,223.9,395.48,False,ativo,MG,F,18-24
CLI-000739,ecommerce,maquiagem,2024-05-24,2024-09-16,2,56.92,314.08,False,ativo,SP,F,25-34
CLI-000740,loja_propria,haircare,2024-06-19,2024-12-31,3,100.32,550.2,True,ativo,SP,NI,55+
CLI-000741,franquia,perfumes,2024-02-21,2024-12-31,2,258.24,1298.77,False,ativo,DF,F,18-24
CLI-000742,ecommerce,perfumes,2024-09-16,2024-12-13,3,175.98,1206.56,True,em_risco,BA,F,35-44
CLI-000743,marketplace,perfumes,2024-06-30,2024-07-18,4,425.54,5093.55,True,inativo,SP,F,45-54
CLI-000744,marketplace,skincare,2024-02-19,2024-06-05,4,130.21,1037.2,True,ativo,RS,F,35-44
CLI-000745,ecommerce,skincare,2024-09-12,2024-12-31,3,142.96,969.16,True,ativo,SP,F,25-34
CLI-000746,ecommerce,skincare,2024-01-05,2024-09-13,1,141.9,333.4,False,ativo,PR,F,25-34
CLI-000747,ecommerce,skincare,2024-08-30,2024-12-31,2,217.74,895.9,False,ativo,SC,F,18-24
CLI-000748,franquia,haircare,2024-07-03,2024-12-31,2,65.34,344.27,False,ativo,SP,F,25-34
CLI-000749,loja_propria,perfumes,2024-09-05,2024-12-31,1,232.55,348.95,False,inativo,RS,M,35-44
CLI-000750,ecommerce,skincare,2024-04-18,2024-07-14,6,394.26,6565.76,True,inativo,PR,F,35-44
CLI-000751,ecommerce,haircare,2023-05-31,2024-05-20,2,246.37,1129.42,False,ativo,SC,F,35-44
CLI-000752,franquia,perfumes,2023-05-23,2024-05-23,6,346.82,4544.34,True,ativo,RJ,F,35-44
CLI-000753,marketplace,skincare,2023-06-08,2023-12-02,12,249.08,7928.4,True,ativo,SP,F,25-34
CLI-000754,ecommerce,skincare,2024-07-15,2024-12-27,3,195.81,1471.86,True,em_risco,GO,M,55+
CLI-000755,ecommerce,maquiagem,2023-10-15,2024-04-09,3,202.54,1015.72,True,ativo,SP,F,45-54
CLI-000756,franquia,skincare,2023-05-08,2023-06-16,2,390.74,2089.63,False,inativo,SP,NI,25-34
CLI-000757,marketplace,maquiagem,2023-10-15,2024-01-17,3,204.31,1300.16,True,ativo,DF,F,25-34
CLI-000758,ecommerce,skincare,2023-06-18,2024-03-04,2,299.72,1791.35,False,em_risco,MG,M,25-34
CLI-000759,ecommerce,maquiagem,2023-10-11,2024-04-10,2,207.35,675.32,False,em_risco,RJ,F,25-34
